id,theme,statement,I_statement,total,total_rating,Faith_and_Flag_Conservatives,Faith_and_Flag_Conservatives_rating,Committed_Conservatives,Committed_Conservatives_rating,Populist_Right,Populist_Right_rating,Ambivalent_Right,Ambivalent_Right_rating,Stressed_Sideliners,Stressed_Sideliners_rating,Outsider_Left,Outsider_Left_rating,Democratic_Mainstays,Democratic_Mainstays_rating,Establishment_Liberals,Establishment_Liberals_rating,Progressive_Left,Progressive_Left_rating
528,race_ethnicity_immigration,I strongly support the Black Lives Matter movement,1,28,2,2,1,2,1,2,1,5,1,15,1,48,3,44,3,55,3,75,4
529,race_ethnicity_immigration,"If America is too open to people from all over the world, we risk losing our identity as a nation",0,32,2,71,4,64,4,76,4,23,2,29,2,8,1,16,1,8,1,2,1
530,race_ethnicity_immigration,Nothing at all needs to be done to ensure equal rights for all Americans regardless of their racial or ethnic backgrounds,0,15,1,56,3,28,2,30,2,21,2,4,1,2,1,3,1,3,1,0,1
531,race_ethnicity_immigration,People who have immigrated to the U.S ILLEGALLY generally make the communities they live in a little better,0,36,2,13,1,18,1,16,1,30,2,35,2,53,3,47,3,53,3,57,3
532,race_ethnicity_immigration,People who have immigrated to the U.S ILLEGALLY generally make the communities they live in a little worse,0,31,2,35,2,44,3,37,2,45,3,39,2,18,1,25,2,23,2,10,1
533,race_ethnicity_immigration,People who have immigrated to the U.S ILLEGALLY generally make the communities they live in a lot better,0,11,1,4,1,7,1,4,1,6,1,8,1,23,2,13,1,16,1,29,2
534,race_ethnicity_immigration,People who have immigrated to the U.S ILLEGALLY generally make the communities they live in a lot worse,0,17,1,46,3,27,2,41,3,16,1,13,1,3,1,9,1,3,1,0,1
535,race_ethnicity_immigration,The country has made a little of progress over the last 50 years toward ensuring equal rights for all Americans regardless of their racial or ethnic backgrounds,0,45,3,8,1,13,1,30,2,31,2,46,3,69,4,66,4,59,3,72,4
536,race_ethnicity_immigration,The country has made a lot of progress over the last 50 years toward ensuring equal rights for all Americans regardless of their racial or ethnic backgrounds,0,48,3,89,5,83,5,63,4,60,4,45,3,20,1,26,2,33,2,22,2
537,race_ethnicity_immigration,The country has made no progress at all over the last 50 years toward ensuring equal rights for all Americans regardless of their racial or ethnic backgrounds,0,7,1,3,1,3,1,6,1,9,1,9,1,10,1,8,1,6,1,6,1
538,race_ethnicity_immigration,"The fact that the U.S. population is made up of people of many different races, ethnicities and religions doesn’t make much difference",0,25,2,40,3,34,2,38,2,35,2,26,2,16,1,15,1,13,1,5,1
539,race_ethnicity_immigration,"The fact that the U.S. population is made up of people of many different races, ethnicities and religions strengthens American democracy",0,64,4,40,3,52,3,36,2,52,3,61,4,82,5,79,4,84,5,93,5
540,race_ethnicity_immigration,"The fact that the U.S. population is made up of people of many different races, ethnicities and religions weakens American democracy",0,10,1,19,1,14,1,25,2,12,1,12,1,2,1,5,1,2,1,1,1
541,race_ethnicity_immigration,The number of LEGAL immigrants the U.S. admits should decrease a little,0,13,1,16,1,17,1,18,1,17,1,18,1,7,1,11,1,8,1,3,1
542,race_ethnicity_immigration,The number of LEGAL immigrants the U.S. admits should decrease a lot,0,13,1,29,2,20,1,31,2,10,1,13,1,1,1,8,1,2,1,1,1
543,race_ethnicity_immigration,The number of LEGAL immigrants the U.S. admits should increase a little,0,17,1,7,1,11,1,6,1,16,1,11,1,29,2,18,1,28,2,33,2
544,race_ethnicity_immigration,The number of LEGAL immigrants the U.S. admits should increase a lot,0,11,1,3,1,4,1,3,1,8,1,5,1,25,2,10,1,16,1,30,2
545,race_ethnicity_immigration,The number of LEGAL immigrants the U.S. admits should stay about the same,0,44,3,43,3,46,3,41,3,48,3,50,3,35,2,48,3,43,3,31,2
546,race_ethnicity_immigration,The priority for dealing with ILLEGAL immigration in the U.S. should be better border security and stronger enforcement of our immigration laws,0,29,2,75,4,58,3,62,4,32,2,23,2,4,1,8,1,8,1,2,1
547,race_ethnicity_immigration,The priority for dealing with ILLEGAL immigration in the U.S. should be creating a way for immigrants already here illegally to become citizens if they meet certain requirements,0,29,2,4,1,10,1,7,1,21,2,25,2,62,4,34,2,42,3,67,4
548,race_ethnicity_immigration,There is a lot of discrimination against Asian people in our society today,0,27,2,7,1,11,1,14,1,17,1,25,2,38,2,41,3,36,2,47,3
549,race_ethnicity_immigration,There is a lot of discrimination against Black people in our society today,0,46,3,4,1,10,1,12,1,23,2,43,3,76,4,72,4,77,4,88,5
550,race_ethnicity_immigration,There is a lot of discrimination against Hispanic people in our society today,0,30,2,4,1,6,1,10,1,16,1,31,2,48,3,46,3,43,3,60,4
551,race_ethnicity_immigration,There is a lot of discrimination against White people in our society today,0,14,1,37,2,21,2,32,2,18,1,12,1,4,1,4,1,4,1,1,1
552,race_ethnicity_immigration,There is no discrimination at all against Asian people in our society today,0,7,1,13,1,13,1,11,1,8,1,7,1,2,1,4,1,3,1,2,1
553,race_ethnicity_immigration,There is no discrimination at all against Black people in our society today,0,5,1,14,1,9,1,10,1,6,1,4,1,1,1,2,1,0,1,2,1
554,race_ethnicity_immigration,There is no discrimination at all against Hispanic people in our society today,0,5,1,12,1,11,1,11,1,5,1,5,1,1,1,2,1,2,1,2,1
555,race_ethnicity_immigration,There is no discrimination at all against White people in our society today,0,29,2,6,1,12,1,9,1,16,1,23,2,51,3,40,3,46,3,64,4
556,race_ethnicity_immigration,There is some discrimination against Asian people in our society today,0,44,3,37,2,38,2,42,3,47,3,45,3,46,3,43,3,48,3,42,3
557,race_ethnicity_immigration,There is some discrimination against Black people in our society today,0,33,2,41,3,48,3,45,3,49,3,43,3,19,1,22,2,19,1,10,1
558,race_ethnicity_immigration,There is some discrimination against Hispanic people in our society today,0,46,3,40,3,44,3,50,3,51,3,53,3,42,3,46,3,47,3,35,2
559,race_ethnicity_immigration,There is some discrimination against White people in our society today,0,26,2,39,2,34,2,41,3,37,2,32,2,16,1,19,1,8,1,3,1
560,race_ethnicity_immigration,There only a little discrimination against Asian people in our society today,0,22,2,41,3,37,2,33,2,28,2,21,2,13,1,10,1,12,1,9,1
561,race_ethnicity_immigration,There only a little discrimination against Black people in our society today,0,14,1,40,3,31,2,32,2,20,1,9,1,3,1,3,1,3,1,0,1
562,race_ethnicity_immigration,There only a little discrimination against Hispanic people in our society today,0,18,1,42,3,37,2,29,2,26,2,10,1,8,1,5,1,8,1,3,1
563,race_ethnicity_immigration,There only a little discrimination against White people in our society today,0,30,2,18,1,31,2,18,1,28,2,31,2,29,2,36,2,41,3,32,2
564,race_ethnicity_immigration,"There should be a way for undocumented immigrants who are now living in the U.S. to stay in the country legally, if certain requirements are met",0,69,4,30,2,52,3,30,2,63,4,74,4,90,5,86,5,93,5,95,5
565,race_ethnicity_immigration,Undocumented immigrants who are now living in the U.S. should not be allowed to stay in the country legally,0,30,2,69,4,47,3,69,4,36,2,25,2,8,1,13,1,7,1,5,1
566,race_ethnicity_immigration,White people benefit a fair amount from advantages in society that Black people do not have,0,27,2,5,1,18,1,16,1,25,2,38,2,33,2,33,2,37,2,20,1
567,race_ethnicity_immigration,White people benefit a great deal from advantages in society that Black people do not have,0,31,2,0,1,3,1,4,1,7,1,21,2,58,3,55,3,54,3,76,4
568,race_ethnicity_immigration,White people do not benefit at all from advantages in society that Black people do not have,0,17,1,57,3,36,2,38,2,24,2,9,1,1,1,2,1,1,1,0,1
569,race_ethnicity_immigration,White people do not benefit too much from advantages in society that Black people do not have,0,24,2,38,2,42,3,40,3,43,3,30,2,7,1,8,1,8,1,3,1
570,technology,"As long as major technology companies follow the rules, the government should allow these companies to grow as large as they want, even if this means there is less competition",0,42,3,39,2,50,3,37,2,53,3,43,3,43,3,44,3,42,3,26,2
571,technology,"Even if major technology companies follow the rules, the government should NOT allow these companies to grow beyond a certain size, because it hurts competition",0,55,3,56,3,46,3,63,4,45,3,54,3,53,3,53,3,57,3,73,4
572,technology,"I have heard about cryptocurrency such as Bitcoin or Ether and have invested, traded or used cryptourrencies before",1,16,1,13,1,16,1,12,1,19,1,15,1,19,1,11,1,14,1,21,2
573,technology,I have heard about cryptocurrency such as Bitcoin or Ether and have not invested,1,70,4,78,4,73,4,70,4,67,4,64,4,73,4,71,4,76,4,75,4
574,technology,I have heard about cryptocurrency such as Bitcoin or Ether at least a little,1,86,5,91,5,90,5,83,5,87,5,80,5,92,5,82,5,90,5,97,5
575,technology,I have not heard about cryptocurrency such as Bitcoin or Ether ,1,13,1,9,1,10,1,17,1,13,1,20,1,8,1,18,1,10,1,3,1
576,technology,"If the government were to take steps to reduce the size of major technology companies, do you think this would mostly be a BAD thing",0,29,2,20,1,35,2,26,2,35,2,35,2,27,2,31,2,28,2,12,1
577,technology,"If the government were to take steps to reduce the size of major technology companies, do you think this would mostly be a GOOD thing",0,37,2,50,3,36,2,39,2,27,2,25,2,40,3,35,2,41,3,62,4
578,technology,"If the government were to take steps to reduce the size of major technology companies, do you think this would not make much of a difference",0,31,2,27,2,25,2,34,2,37,2,38,2,31,2,30,2,30,2,22,2
579,technology,Major technology companies have about the right amound of power and influence in today’s economy,0,25,2,9,1,22,2,17,1,35,2,26,2,28,2,27,2,32,2,11,1
580,technology,Major technology companies have not enough power and influence in today’s economy,0,4,1,0,1,5,1,4,1,5,1,7,1,3,1,4,1,4,1,2,1
581,technology,Major technology companies have too much power and influence in today’s economy,0,68,4,89,5,67,4,78,4,59,3,65,4,65,4,63,4,64,4,86,5
582,technology,Major technology companies should be regulated less than they are now,0,9,1,13,1,10,1,9,1,17,1,8,1,7,1,7,1,4,1,2,1
583,technology,Major technology companies should be regulated more than they are now,0,56,3,61,4,59,3,64,4,40,3,47,3,59,3,55,3,58,3,86,5
584,technology,Major technology companies should be regulated the same as they are now,0,32,2,23,2,28,2,26,2,41,3,39,2,32,2,34,2,37,2,10,1
585,views_of_society,A decline in the share of Americans belonging to an organized religion is neither good nor bad for society,0,35,2,14,1,20,1,31,2,34,2,40,3,37,2,41,3,46,3,38,2
586,views_of_society,A decline in the share of Americans belonging to an organized religion is somewhat bad for society,0,24,2,30,2,37,2,33,2,28,2,26,2,16,1,21,2,16,1,8,1
587,views_of_society,A decline in the share of Americans belonging to an organized religion is somewhat good for society,0,11,1,2,1,5,1,5,1,11,1,11,1,16,1,12,1,17,1,18,1
588,views_of_society,A decline in the share of Americans belonging to an organized religion is very bad for society,0,18,1,53,3,33,2,28,2,20,1,15,1,5,1,12,1,4,1,2,1
589,views_of_society,A decline in the share of Americans belonging to an organized religion is very good for society,0,11,1,2,1,4,1,3,1,6,1,7,1,23,2,13,1,15,1,33,2
590,views_of_society,An increase in the number of guns in the U.S. is neither good nor bad for society,0,26,2,36,2,40,3,36,2,39,2,33,2,22,2,11,1,11,1,6,1
591,views_of_society,An increase in the number of guns in the U.S. is somewhat bad for society,0,20,1,7,1,14,1,12,1,18,1,25,2,26,2,25,2,23,2,22,2
592,views_of_society,An increase in the number of guns in the U.S. is somewhat good for society,0,11,1,23,2,18,1,20,1,20,1,10,1,4,1,4,1,4,1,1,1
593,views_of_society,An increase in the number of guns in the U.S. is very bad for society,0,33,2,3,1,14,1,7,1,12,1,27,2,44,3,56,3,60,4,69,4
594,views_of_society,An increase in the number of guns in the U.S. is very good for society,0,9,1,30,2,12,1,25,2,10,1,5,1,2,1,2,1,1,1,2,1
595,views_of_society,Banks and other financial institutions have a negative effect on the way things are going in the country these days,0,48,3,44,3,36,2,60,4,41,3,44,3,56,3,47,3,46,3,78,4
596,views_of_society,Banks and other financial institutions have a positive effect on the way things are going in the country these days,0,49,3,50,3,59,3,37,2,58,3,53,3,42,3,50,3,53,3,21,2
597,views_of_society,Churches and religious organizations have a negative effect on the way things are going in the country these days,0,35,2,12,1,19,1,27,2,28,2,31,2,58,3,36,2,42,3,75,4
598,views_of_society,Churches and religious organizations have a positive effect on the way things are going in the country these days,0,62,4,85,5,78,4,70,4,71,4,66,4,38,2,61,4,54,3,24,2
599,views_of_society,Climate change is a moderately big problem in the country today ,0,23,2,14,1,27,2,28,2,29,2,32,2,22,2,22,2,20,1,7,1
600,views_of_society,Climate change is a small problem in the country today ,0,18,1,36,2,40,3,37,2,33,2,15,1,4,1,4,1,4,1,1,1
601,views_of_society,Climate change is a very big problem in the country today ,0,47,3,4,1,14,1,14,1,25,2,49,3,74,4,73,4,74,4,91,5
602,views_of_society,Climate change is not a problem at all in the country today ,0,11,1,46,3,18,1,20,1,12,1,4,1,1,1,0,1,1,1,0,1
603,views_of_society,Climate change is the biggest problem in the country today,0,16,1,1,1,5,1,3,1,8,1,14,1,28,2,21,2,31,2,35,2
604,views_of_society,Colleges and universities have a negative effect on the way things are going in the country these days,0,41,3,86,5,63,4,70,4,55,3,32,2,30,2,20,1,11,1,20,1
605,views_of_society,Colleges and universities have a positive effect on the way things are going in the country these days,0,57,3,13,1,35,2,28,2,44,3,66,4,66,4,78,4,86,5,79,4
606,views_of_society,Economic inequality is a moderately big problem in the country today ,0,31,2,18,1,35,2,35,2,39,2,43,3,24,2,30,2,33,2,12,1
607,views_of_society,Economic inequality is a small problem in the country today ,0,18,1,47,3,38,2,30,2,33,2,10,1,4,1,4,1,4,1,2,1
608,views_of_society,Economic inequality is a very big problem in the country today ,0,44,3,7,1,12,1,27,2,18,1,45,3,71,4,66,4,62,4,86,5
609,views_of_society,Economic inequality is not a problem at all in the country today ,0,6,1,28,2,14,1,7,1,9,1,1,1,0,1,0,1,0,1,0,1
610,views_of_society,Economic inequality is the biggest problem in the country today,0,16,1,1,1,3,1,6,1,5,1,16,1,30,2,21,2,24,2,39,2
611,views_of_society,Everyone has it in their own power to succeed,0,72,4,91,5,92,5,83,5,81,5,74,4,54,3,68,4,67,4,37,2
612,views_of_society,Experts who study a subject for many years are usually BETTER at making good policy decisions about that subject than other people,0,61,4,30,2,74,4,31,2,54,3,61,4,75,4,70,4,80,5,85,5
613,views_of_society,Experts who study a subject for many years are usually NEITHER BETTER NOR WORSE at making good policy decisions about that subject than other people,0,32,2,56,3,24,2,57,3,37,2,31,2,23,2,28,2,16,1,13,1
614,views_of_society,Experts who study a subject for many years are usually WORSE at making good policy decisions about that subject than other people,0,5,1,13,1,1,1,11,1,9,1,7,1,1,1,1,1,3,1,0,1
615,views_of_society,Good-paying jobs requiring a college degree more often than they used to is neither good nor bad for society,0,30,2,41,3,32,2,31,2,31,2,31,2,30,2,26,2,27,2,21,2
616,views_of_society,Good-paying jobs requiring a college degree more often than they used to is somewhat bad for society,0,30,2,28,2,28,2,27,2,25,2,30,2,33,2,31,2,27,2,43,3
617,views_of_society,Good-paying jobs requiring a college degree more often than they used to is somewhat good for society,0,22,2,16,1,26,2,22,2,23,2,22,2,20,1,21,2,29,2,17,1
618,views_of_society,Good-paying jobs requiring a college degree more often than they used to is very bad for society,0,9,1,9,1,5,1,15,1,10,1,8,1,10,1,8,1,5,1,12,1
619,views_of_society,Good-paying jobs requiring a college degree more often than they used to is very good for society,0,8,1,5,1,7,1,5,1,8,1,8,1,5,1,12,1,10,1,6,1
620,views_of_society,Greater social acceptance of people who are transgender is neither good nor bad for society,0,29,2,23,2,30,2,33,2,39,2,34,2,20,1,36,2,22,2,9,1
621,views_of_society,Greater social acceptance of people who are transgender is somewhat bad for society,0,14,1,24,2,24,2,21,2,17,1,17,1,5,1,8,1,6,1,1,1
622,views_of_society,Greater social acceptance of people who are transgender is somewhat good for society,0,15,1,2,1,9,1,7,1,15,1,19,1,18,1,21,2,23,2,13,1
623,views_of_society,Greater social acceptance of people who are transgender is very bad for society,0,18,1,49,3,32,2,36,2,20,1,17,1,3,1,6,1,5,1,1,1
624,views_of_society,Greater social acceptance of people who are transgender is very good for society,0,23,2,1,1,2,1,2,1,9,1,11,1,52,3,27,2,43,3,75,4
625,views_of_society,I am dissatisfied with the way things are going in this country today,1,74,4,97,5,86,5,95,5,78,4,70,4,73,4,63,4,49,3,68,4
626,views_of_society,I am satisfied with the way things are going in this country today,1,26,2,3,1,14,1,4,1,22,2,29,2,26,2,36,2,51,3,32,2
627,views_of_society,I think DEMOCRATS in this country are not at all comfortable to freely and openly express their political views,1,4,1,7,1,4,1,8,1,5,1,5,1,1,1,3,1,2,1,1,1
628,views_of_society,I think DEMOCRATS in this country are not too comfortable to freely and openly express their political views,1,10,1,6,1,5,1,7,1,11,1,14,1,11,1,13,1,11,1,11,1
629,views_of_society,I think DEMOCRATS in this country are somewhat comfortable to freely and openly express their political views,1,36,2,10,1,21,2,21,2,33,2,39,2,47,3,46,3,47,3,50,3
630,views_of_society,I think DEMOCRATS in this country are very comfortable to freely and openly express their political views,1,48,3,77,4,68,4,63,4,50,3,39,2,38,2,36,2,37,2,37,2
631,views_of_society,I think REPUBLICANS in this country are not at all comfortable to freely and openly express their political views,1,11,1,27,2,16,1,18,1,15,1,7,1,3,1,9,1,5,1,4,1
632,views_of_society,I think REPUBLICANS in this country are not too comfortable to freely and openly express their political views,1,21,2,37,2,37,2,30,2,31,2,20,1,12,1,13,1,11,1,7,1
633,views_of_society,I think REPUBLICANS in this country are somewhat comfortable to freely and openly express their political views,1,30,2,22,2,32,2,32,2,35,2,38,2,31,2,27,2,29,2,25,2
634,views_of_society,I think REPUBLICANS in this country are very comfortable to freely and openly express their political views,1,35,2,14,1,13,1,20,1,18,1,32,2,51,3,51,3,53,3,63,4
635,views_of_society,Illegal immigration is a moderately big problem in the country today ,0,29,2,12,1,27,2,17,1,36,2,35,2,23,2,39,2,35,2,19,1
636,views_of_society,Illegal immigration is a small problem in the country today ,0,23,2,3,1,5,1,3,1,20,1,17,1,45,3,24,2,41,3,57,3
637,views_of_society,Illegal immigration is a very big problem in the country today ,0,43,3,85,5,66,4,80,5,42,3,44,3,12,1,33,2,16,1,7,1
638,views_of_society,Illegal immigration is not a problem at all in the country today ,0,5,1,0,1,1,1,0,1,2,1,4,1,19,1,4,1,7,1,17,1
639,views_of_society,Illegal immigration is the biggest problem in the country today,0,19,1,55,3,37,2,47,3,19,1,14,1,1,1,4,1,2,1,0,1
640,views_of_society,Increased public attention to the history of slavery and racism in America is neither good nor bad for society,0,21,2,24,2,29,2,31,2,31,2,27,2,9,1,16,1,11,1,3,1
641,views_of_society,Increased public attention to the history of slavery and racism in America is somewhat bad for society,0,14,1,28,2,31,2,28,2,21,2,15,1,2,1,4,1,5,1,1,1
642,views_of_society,Increased public attention to the history of slavery and racism in America is somewhat good for society,0,23,2,9,1,16,1,10,1,26,2,31,2,30,2,29,2,28,2,13,1
643,views_of_society,Increased public attention to the history of slavery and racism in America is very bad for society,0,11,1,35,2,18,1,26,2,14,1,7,1,2,1,3,1,2,1,0,1
644,views_of_society,Increased public attention to the history of slavery and racism in America is very good for society,0,30,2,3,1,5,1,4,1,8,1,19,1,56,3,45,3,54,3,82,5
645,views_of_society,K-12 public schools have a negative effect on the way things are going in the country these days,0,38,2,75,4,53,3,66,4,51,3,28,2,31,2,23,2,10,1,14,1
646,views_of_society,K-12 public schools have a positive effect on the way things are going in the country these days,0,61,4,23,2,45,3,34,2,49,3,71,4,67,4,77,4,87,5,85,5
647,views_of_society,Labor unions have a negative effect on the way things are going in the country these days,0,41,3,80,5,58,3,63,4,58,3,36,2,24,2,31,2,12,1,11,1
648,views_of_society,Labor unions have a positive effect on the way things are going in the country these days,0,55,3,18,1,34,2,33,2,40,3,58,3,73,4,65,4,83,5,85,5
649,views_of_society,Large corporations have a negative effect on the way things are going in the country these days,0,68,4,70,4,54,3,82,5,56,3,64,4,78,4,65,4,64,4,90,5
650,views_of_society,Large corporations have a positive effect on the way things are going in the country these days,0,29,2,28,2,41,3,17,1,41,3,33,2,19,1,31,2,33,2,8,1
651,views_of_society,Life in America today is better about the same as it was 50 years ago for people like me,0,20,1,12,1,18,1,12,1,19,1,20,1,25,2,23,2,24,2,19,1
652,views_of_society,Life in America today is better than it was 50 years ago for people like me,0,36,2,19,1,33,2,13,1,34,2,34,2,44,3,44,3,57,3,44,3
653,views_of_society,Life in America today is worse than it was 50 years ago for people like me,0,43,3,68,4,48,3,75,4,46,3,45,3,31,2,31,2,17,1,37,2
654,views_of_society,Most big issues facing the country today don’t have clear solutions,0,51,3,28,2,45,3,44,3,57,3,62,4,60,4,54,3,53,3,35,2
655,views_of_society,Most people can be trusted,0,32,2,32,2,37,2,24,2,36,2,22,2,40,3,26,2,46,3,46,3
656,views_of_society,Most things in society are too complicated to be clearly divided between good and evil,0,50,3,25,2,43,3,35,2,56,3,46,3,69,4,51,3,64,4,68,4
657,views_of_society,Most things in society can be pretty clearly divided into good and evil,0,48,3,74,4,55,3,64,4,42,3,52,3,30,2,47,3,35,2,31,2
658,views_of_society,People being too easily offended by things others say is a major problem in the country today ,0,65,4,89,5,80,5,89,5,73,4,74,4,35,2,81,5,26,2,20,1
659,views_of_society,People being too easily offended by things others say is a minor problem in the country today ,0,28,2,9,1,17,1,9,1,24,2,23,2,49,3,17,1,62,4,57,3
660,views_of_society,People being too easily offended by things others say is not a problem in the country today ,0,6,1,2,1,2,1,1,1,4,1,2,1,15,1,1,1,11,1,23,2
661,views_of_society,People in influential and powerful positions throughout our society do not understand the challenges people like me face in our daily lives at all well,0,33,2,35,2,21,2,45,3,24,2,31,2,46,3,37,2,20,1,40,3
662,views_of_society,People in influential and powerful positions throughout our society do not understand the challenges people like me face in our daily lives too well,0,44,3,46,3,48,3,37,2,45,3,44,3,39,2,42,3,50,3,47,3
663,views_of_society,People in influential and powerful positions throughout our society understand the challenges people like me face in our daily lives somewhat well,0,20,1,17,1,27,2,14,1,27,2,23,2,13,1,16,1,26,2,11,1
664,views_of_society,People in influential and powerful positions throughout our society understand the challenges people like me face in our daily lives very well,0,3,1,2,1,3,1,3,1,3,1,2,1,1,1,5,1,2,1,1,1
665,views_of_society,People like me generally get the respect we deserve in this country,0,57,3,60,4,72,4,52,3,63,4,55,3,52,3,49,3,66,4,55,3
666,views_of_society,People like me just don’t get the respect we deserve in this country,0,40,3,36,2,25,2,45,3,34,2,43,3,44,3,48,3,31,2,44,3
667,views_of_society,People saying things that are very offensive to others is a major problem in the country today ,0,53,3,30,2,35,2,41,3,28,2,65,4,60,4,76,4,59,3,63,4
668,views_of_society,People saying things that are very offensive to others is a minor problem in the country today ,0,38,2,46,3,46,3,43,3,55,3,32,2,35,2,21,2,37,2,33,2
669,views_of_society,People saying things that are very offensive to others is not a problem in the country today ,0,9,1,24,2,17,1,16,1,16,1,1,1,4,1,2,1,4,1,4,1
670,views_of_society,Racism is a moderately big problem in the country today,0,28,2,16,1,25,2,25,2,36,2,36,2,27,2,26,2,29,2,22,2
671,views_of_society,Racism is a small problem in the country today,0,21,2,51,3,46,3,40,3,37,2,14,1,4,1,4,1,6,1,2,1
672,views_of_society,Racism is a very big problem in the country today,0,45,3,8,1,16,1,23,2,19,1,48,3,69,4,70,4,63,4,76,4
673,views_of_society,Racism is not a problem at all in the country today,0,6,1,24,2,12,1,12,1,7,1,1,1,0,1,0,1,1,1,0,1
674,views_of_society,Racism is the biggest problem in the country today,0,16,1,2,1,6,1,5,1,10,1,19,1,25,2,29,2,20,1,20,1
675,views_of_society,Same-sex marriages being legal in the U.S. is neither good nor bad for society,0,34,2,27,2,35,2,39,2,43,3,39,2,23,2,41,3,28,2,10,1
676,views_of_society,Same-sex marriages being legal in the U.S. is somewhat bad for society,0,11,1,20,1,19,1,13,1,13,1,11,1,6,1,9,1,6,1,1,1
677,views_of_society,Same-sex marriages being legal in the U.S. is somewhat good for society,0,10,1,4,1,9,1,7,1,14,1,12,1,10,1,12,1,15,1,8,1
678,views_of_society,Same-sex marriages being legal in the U.S. is very bad for society,0,19,1,47,3,30,2,33,2,16,1,23,2,7,1,10,1,6,1,2,1
679,views_of_society,Same-sex marriages being legal in the U.S. is very good for society,0,25,2,1,1,6,1,8,1,14,1,14,1,52,3,27,2,44,3,78,4
680,views_of_society,Success in life is pretty much determined by forces outside of our control,0,26,2,8,1,7,1,17,1,17,1,24,2,45,3,31,2,31,2,62,4
681,views_of_society,Technology companies have a negative effect on the way things are going in the country these days,0,46,3,76,4,56,3,74,4,43,3,42,3,38,2,34,2,25,2,51,3
682,views_of_society,Technology companies have a positive effect on the way things are going in the country these days,0,52,3,23,2,42,3,25,2,55,3,53,3,60,4,64,4,73,4,47,3
683,views_of_society,The entertainment industry has a negative effect on the way things are going in the country these days,0,64,4,93,5,78,4,87,5,74,4,62,4,60,4,47,3,41,3,47,3
684,views_of_society,The entertainment industry has a positive effect on the way things are going in the country these days,0,34,2,6,1,20,1,12,1,25,2,38,2,38,2,51,3,55,3,51,3
685,views_of_society,The federal budget deficit is a moderately big problem in the country today ,0,34,2,16,1,26,2,18,1,33,2,37,2,42,3,43,3,48,3,40,3
686,views_of_society,The federal budget deficit is a small problem in the country today ,0,11,1,2,1,7,1,4,1,11,1,8,1,19,1,11,1,20,1,30,2
687,views_of_society,The federal budget deficit is a very big problem in the country today ,0,50,3,81,5,65,4,77,4,54,3,51,3,31,2,43,3,28,2,19,1
688,views_of_society,The federal budget deficit is not a problem at all in the country today ,0,3,1,1,1,2,1,1,1,2,1,3,1,7,1,3,1,4,1,10,1
689,views_of_society,The federal budget deficit is the biggest problem in the country today,0,11,1,21,2,23,2,20,1,28,2,9,1,4,1,3,1,3,1,0,1
690,views_of_society,There are clear solutions to most big issues facing the country today,0,48,3,70,4,53,3,55,3,42,3,36,2,39,2,45,3,44,3,65,4
691,views_of_society,"Thinking about the way things have been going in politics over the last few years on the issues that matter to you, my side has been losing more often than winning",0,65,4,81,5,70,4,77,4,68,4,57,3,68,4,59,3,53,3,68,4
692,views_of_society,"Thinking about the way things have been going in politics over the last few years on the issues that matter to you, my side has been winning more often than losing",0,29,2,15,1,27,2,19,1,27,2,30,2,26,2,37,2,42,3,29,2
693,views_of_society,Violent crime is a moderately big problem in the country today ,0,29,2,18,1,29,2,21,2,35,2,28,2,33,2,22,2,35,2,44,3
694,views_of_society,Violent crime is a small problem in the country today ,0,9,1,5,1,6,1,5,1,12,1,5,1,21,2,5,1,12,1,24,2
695,views_of_society,Violent crime is a very big problem in the country today ,0,61,4,77,4,63,4,73,4,52,3,66,4,44,3,73,4,53,3,32,2
696,views_of_society,Violent crime is not a problem at all in the country today ,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,0,1,0,1,1,1
697,views_of_society,Violent crime is the biggest problem in the country today,0,21,2,20,1,26,2,20,1,29,2,27,2,12,1,22,2,20,1,5,1
698,views_of_society,White people declining as a share of the U.S. population is neither good nor bad for society,0,61,4,58,3,63,4,48,3,67,4,61,4,61,4,66,4,67,4,54,3
699,views_of_society,White people declining as a share of the U.S. population is somewhat bad for society,0,13,1,20,1,21,2,26,2,13,1,16,1,6,1,12,1,5,1,2,1
700,views_of_society,White people declining as a share of the U.S. population is somewhat good for society,0,8,1,2,1,3,1,2,1,9,1,8,1,15,1,7,1,13,1,19,1
701,views_of_society,White people declining as a share of the U.S. population is very bad for society,0,9,1,20,1,11,1,21,2,8,1,10,1,1,1,5,1,3,1,1,1
702,views_of_society,White people declining as a share of the U.S. population is very good for society,0,7,1,0,1,0,1,1,1,2,1,4,1,17,1,7,1,10,1,24,2
703,views_of_society,You can’t be too careful in dealing with people,0,66,4,67,4,62,4,75,4,63,4,77,4,59,3,73,4,51,3,53,3
704,voting,A voter should only be allowed to vote early or absentee if they have a documented reason for not voting in person on Election Day,0,36,5,74,5,60,5,69,5,49,5,37,5,20,5,15,5,12,5,5,5
705,voting,Any voter should have the option to vote early or absentee without having to document a reason,0,63,5,25,5,39,5,30,5,51,5,62,5,78,5,84,5,88,5,95,5
706,voting,Citizens should have to prove they really want to vote by registering ahead of time,0,39,5,87,5,75,5,78,5,51,5,39,5,13,5,17,5,11,5,1,5
707,voting,Everything possible should be done to make it easy for every citizen to vote,0,59,5,10,5,23,5,20,5,48,5,60,5,85,5,81,5,89,5,99,5
