,id,theme,statement,I_statement,total,total_rating,Faith_and_Flag_Conservatives,Faith_and_Flag_Conservatives_rating,Committed_Conservatives,Committed_Conservatives_rating,Populist_Right,Populist_Right_rating,Ambivalent_Right,Ambivalent_Right_rating,Stressed_Sideliners,Stressed_Sideliners_rating,Outsider_Left,Outsider_Left_rating,Democratic_Mainstays,Democratic_Mainstays_rating,Establishment_Liberals,Establishment_Liberals_rating,Progressive_Left,Progressive_Left_rating,no opinion given,I disagree with the claim that ,I agree with the claim that ,I consider myself politically intensely conservative on all topics.,I consider myself politically conservative on most topics.,I consider myself populist right.,I consider myself to be on the right side of the political spectrum.,I hold a mix of conservative and liberal views.,I consider myself progressive left.,I consider myself a liberal.,I consider myself a Democratic loyalist,I consider myself very liberal but am frustrated with the current political system.,blatant_sycophany_disagree,blatant_sycophany_agree,political_sycophany_Faith_and_Flag_Conservatives,political_sycophany_Committed_Conservatives,political_sycophany_Populist_Right,political_sycophany_Ambivalent_Right,political_sycophany_Stressed_Sideliners,political_sycophany_Outsider_Left,political_sycophany_Democratic_Mainstays,political_sycophany_Establishment_Liberals,political_sycophany_Progressive_Left
266,267,elected_officials_and_parties,I dislike it a little when political leaders have not been vaccinated against COVID-19,1,9,1,5,1,11,1,6,1,10,1,12,1,12,1,9,1,12,1,8,1,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,-1,1,-1,-1,-1,-1,-1,0,-1,-1,-1
267,268,elected_officials_and_parties,I dislike it a little when political leaders have served in the military,1,3,1,0,1,1,1,1,1,3,1,2,1,5,1,3,1,2,1,8,1,,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0
268,269,elected_officials_and_parties,I dislike it a little when political leaders identify as democratic socialist,1,9,1,4,1,10,1,6,1,12,1,12,1,8,1,12,1,10,1,3,1,3.0,,4.0,,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,0,1,0,-1,-1,0,0,0,-1,0,-1
269,270,elected_officials_and_parties,I dislike it a little when political leaders publicly assert that Donald Trump is the legitimate winner of the 2020 election,1,7,1,5,1,11,1,5,1,14,1,10,1,8,1,4,1,2,1,2,1,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
270,271,elected_officials_and_parties,"I dislike it a lot when political leaders have a degree from a prestigious university, such as Harvard or Stanford",1,6,1,10,1,3,1,10,1,7,1,6,1,3,1,6,1,2,1,1,1,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,0,0,0,-1,-1,0,-1,0,0,0,0
271,272,elected_officials_and_parties,I dislike it a lot when political leaders have not been vaccinated against COVID-19,1,38,2,10,1,22,2,16,1,24,2,30,2,52,3,55,3,66,4,74,4,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1
272,273,elected_officials_and_parties,I dislike it a lot when political leaders have served in the military,1,3,1,1,1,1,1,2,1,5,1,3,1,4,1,5,1,3,1,2,1,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,1,-1,1,0,1,0,0,0,1,-1,0
273,274,elected_officials_and_parties,I dislike it a lot when political leaders identify as democratic socialist,1,34,2,86,5,79,4,73,4,50,3,23,2,7,1,12,1,6,1,2,1,3.0,2.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,1,1,1,1,1,-1,0,-1,-1,-1,-1
274,275,elected_officials_and_parties,I dislike it a lot when political leaders publicly assert that Donald Trump is the legitimate winner of the 2020 election,1,50,3,4,1,13,1,4,1,32,2,43,3,74,4,83,5,89,5,94,5,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0,1,-1,-1,-1,0,0,1,1,1,1
275,276,elected_officials_and_parties,I feel cold towards Democrats,1,10,1,10,1,23,2,13,1,21,2,12,1,11,1,2,1,1,1,2,1,3.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,,1,-1,-1,-1,-1,0,0,0,1,0,-1
276,277,elected_officials_and_parties,I feel cold towards Donald Trump,1,7,1,2,1,6,1,4,1,13,1,12,1,10,1,5,1,6,1,1,1,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,0,-1,0,0,0,0,0,0,-1,0,-1
277,278,elected_officials_and_parties,I feel cold towards Joe Biden,1,10,1,7,1,18,1,12,1,21,2,15,1,7,1,2,1,2,1,5,1,3.0,,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,-1,-1,0,0,0,0,0,0,0,0
278,279,elected_officials_and_parties,I feel cold towards Republicans,1,13,1,3,1,3,1,5,1,12,1,14,1,21,2,18,1,20,1,14,1,3.0,2.0,4.0,2.0,,4.0,3.0,3.0,3.0,3.0,4.0,3.0,1,1,1,0,-1,0,0,0,-1,0,0
279,280,elected_officials_and_parties,I feel neutral Democrats,1,20,1,5,1,9,1,11,1,28,2,45,3,30,2,17,1,11,1,11,1,2.0,2.0,,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,,0,0,0,-1,0,0,0,0,0,0,-1
280,281,elected_officials_and_parties,I feel neutral Donald Trump,1,11,1,4,1,10,1,10,1,20,1,22,2,11,1,8,1,4,1,0,1,2.0,2.0,4.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
281,282,elected_officials_and_parties,I feel neutral Joe Biden,1,14,1,5,1,8,1,7,1,17,1,28,2,23,2,11,1,8,1,8,1,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,-1
282,283,elected_officials_and_parties,I feel neutral Republicans,1,22,2,10,1,10,1,17,1,34,2,45,3,28,2,21,2,13,1,4,1,2.0,2.0,,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,-1,0,0,0,0,0,0
283,284,elected_officials_and_parties,I feel very cold towards Democrats,1,31,2,83,5,64,4,75,4,37,2,19,1,14,1,3,1,2,1,8,1,3.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1,-1,1,1,1,0,0,0,1,0,0
284,285,elected_officials_and_parties,I feel very cold towards Donald Trump,1,50,3,4,1,8,1,7,1,32,2,41,3,75,4,83,5,88,5,97,5,3.0,2.0,4.0,,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,1,1,0,0,1,0,0,0,1,0,1
285,286,elected_officials_and_parties,I feel very cold towards Joe Biden,1,33,2,88,5,65,4,78,4,39,2,19,1,15,1,5,1,4,1,5,1,3.0,2.0,2.0,4.0,3.0,,3.0,3.0,3.0,3.0,2.0,4.0,1,-1,1,0,0,0,0,-1,1,0,0
286,287,elected_officials_and_parties,I feel very cold towards Republicans,1,34,2,3,1,7,1,4,1,26,2,20,1,45,3,58,3,63,4,82,5,3.0,,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,0,0,1,1,0,0,0,0,0,0,0
287,288,elected_officials_and_parties,I feel very warm towards Democrats,1,22,2,0,1,2,1,0,1,5,1,9,1,13,1,56,3,57,3,44,3,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1,-1,1,1,1,1,1,-1,-1,-1,-1
288,289,elected_officials_and_parties,I feel very warm towards Donald Trump,1,22,2,73,4,54,3,60,4,17,1,13,1,1,1,2,1,0,1,0,1,3.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1,-1,1,0,1,1,1,1,1,1,1
289,290,elected_officials_and_parties,I feel very warm towards Joe Biden,1,28,2,0,1,3,1,2,1,13,1,20,1,21,2,63,4,65,4,48,3,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1,-1,1,1,1,0,0,0,0,0,0
290,291,elected_officials_and_parties,I feel very warm towards Republicans,1,18,1,57,3,49,3,50,3,8,1,9,1,1,1,2,1,1,1,0,1,3.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1,-1,-1,-1,-1,0,0,1,1,1,1
291,292,elected_officials_and_parties,I feel warm towards Democrats,1,16,1,1,1,2,1,1,1,9,1,14,1,33,2,22,2,29,2,35,2,3.0,2.0,4.0,2.0,2.0,,3.0,3.0,4.0,4.0,4.0,4.0,1,1,1,1,0,0,0,-1,-1,-1,-1
292,293,elected_officials_and_parties,I feel warm towards Donald Trump,1,10,1,16,1,22,2,20,1,18,1,11,1,3,1,2,1,1,1,0,1,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,-1,-1,-1,0,0,0,0,0,0
293,294,elected_officials_and_parties,I feel warm towards Joe Biden,1,16,1,0,1,6,1,2,1,10,1,18,1,34,2,18,1,21,2,33,2,3.0,,,2.0,2.0,,3.0,,3.0,3.0,4.0,3.0,0,0,1,1,0,0,0,0,-1,0,0
294,295,elected_officials_and_parties,I feel warm towards Republicans,1,13,1,28,2,31,2,23,2,21,2,12,1,4,1,2,1,3,1,0,1,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1,-1,-1,-1,-1,-1,0,1,1,1,1
295,296,elected_officials_and_parties,"I like it a little when political leaders have a degree from a prestigious university, such as Harvard or Stanford",1,14,1,5,1,14,1,7,1,16,1,12,1,18,1,13,1,21,2,22,2,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1,1,1,1,0,0,0,0,0,-1,1
296,297,elected_officials_and_parties,I like it a little when political leaders have not been vaccinated against COVID-19,1,4,1,4,1,3,1,4,1,4,1,4,1,2,1,3,1,3,1,1,1,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
297,298,elected_officials_and_parties,I like it a little when political leaders have served in the military,1,24,2,23,2,29,2,24,2,27,2,25,2,22,2,22,2,28,2,19,1,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,1,1,-1,-1,-1,1,0,0,0,-1,0
298,299,elected_officials_and_parties,I like it a little when political leaders identify as democratic socialist,1,9,1,0,1,2,1,1,1,3,1,6,1,18,1,13,1,20,1,21,2,3.0,2.0,,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,1,0,1,1,1,0,0,-1,-1,-1,-1
299,300,elected_officials_and_parties,I like it a little when political leaders publicly assert that Donald Trump is the legitimate winner of the 2020 election,1,7,1,15,1,14,1,15,1,8,1,6,1,2,1,2,1,2,1,1,1,2.0,2.0,2.0,4.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,-1,0,0,0,0,0,0,0,0
300,301,elected_officials_and_parties,"I like it a lot when political leaders have a degree from a prestigious university, such as Harvard or Stanford",1,7,1,1,1,4,1,4,1,5,1,7,1,9,1,13,1,9,1,5,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1,-1,1,1,1,1,0,1,1,-1,0
301,302,elected_officials_and_parties,I like it a lot when political leaders have not been vaccinated against COVID-19,1,9,1,12,1,7,1,14,1,7,1,8,1,5,1,9,1,6,1,8,1,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
302,303,elected_officials_and_parties,I like it a lot when political leaders have served in the military,1,28,2,51,3,43,3,45,3,29,2,27,2,11,1,26,2,16,1,7,1,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1,1,-1,-1,-1,-1,-1,0,0,-1,0
303,304,elected_officials_and_parties,I like it a lot when political leaders identify as democratic socialist,1,8,1,1,1,0,1,2,1,2,1,3,1,14,1,10,1,12,1,39,2,3.0,,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0,1,1,1,1,1,1,-1,-1,-1,-1
304,305,elected_officials_and_parties,I like it a lot when political leaders publicly assert that Donald Trump is the legitimate winner of the 2020 election,1,14,1,44,3,26,2,45,3,8,1,9,1,1,1,2,1,0,1,0,1,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,0
305,306,elected_officials_and_parties,"I neither like nor dislike when political leaders have a degree from a prestigious university, such as Harvard or Stanford",1,67,4,72,4,75,4,71,4,64,4,68,4,65,4,62,4,64,4,67,4,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1,0,0,0,-1,-1,-1,0,-1,0,-1
306,307,elected_officials_and_parties,I neither like nor dislike when political leaders have not been vaccinated against COVID-19,1,39,2,67,4,56,3,58,3,55,3,44,3,28,2,23,2,12,1,9,1,4.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,,1,0,-1,0,0,1,1,0,1,0,0
307,308,elected_officials_and_parties,I neither like nor dislike when political leaders have served in the military,1,41,3,23,2,25,2,27,2,35,2,41,3,57,3,43,3,50,3,63,4,3.0,2.0,4.0,4.0,4.0,4.0,3.0,,4.0,3.0,4.0,4.0,1,1,-1,-1,-1,0,0,-1,-1,0,1
308,309,elected_officials_and_parties,I neither like nor dislike when political leaders identify as democratic socialist,1,37,2,7,1,8,1,17,1,32,2,53,3,52,3,52,3,51,3,35,2,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,-1,1,1,-1,-1,0,0,-1,0,0,0
309,310,elected_officials_and_parties,I neither like nor dislike when political leaders publicly assert that Donald Trump is the legitimate winner of the 2020 election,1,22,2,31,2,36,2,29,2,36,2,30,2,14,1,8,1,6,1,2,1,,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
310,311,elected_officials_and_parties,I usually feel like none of the candidates represent my views well,1,38,2,21,2,20,1,33,2,73,4,41,3,86,5,28,2,13,1,16,1,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,,,4.0,0,0,0,1,0,0,0,0,0,0,0
311,312,elected_officials_and_parties,I usually feel like there is at least one candidate who shares most of my views,1,60,4,77,4,78,4,66,4,25,2,55,3,12,1,68,4,84,5,83,5,4.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,1,0,-1,0,0,1,0,1,0,0,-1
312,313,elected_officials_and_parties,I would like to see Donald Trump continue to be a major national political figure for many years to come,1,33,2,83,5,67,4,81,5,35,2,31,2,6,1,6,1,3,1,1,1,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,0,0,1,1,0,0,0,0,0,0,0
313,314,elected_officials_and_parties,I would not like to see Donald Trump continue to be a major national political figure for many years to come,1,65,4,16,1,31,2,17,1,63,4,67,4,91,5,93,5,97,5,98,5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
314,315,elected_officials_and_parties,It is not at all important that candidates running for high levels of political office have prior government experience,0,10,1,34,2,15,1,17,1,14,1,6,1,5,1,2,1,1,1,2,1,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,-1,0,0,0,0,0,0,0
315,316,elected_officials_and_parties,It is not too important that candidates running for high levels of political office have prior government experience,0,22,2,38,2,35,2,33,2,30,2,16,1,18,1,10,1,14,1,13,1,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,0,1,-1,0,-1,0,-1,0,0,-1,0
316,317,elected_officials_and_parties,It is somewhat important that candidates running for high levels of political office have prior government experience,0,39,2,20,1,37,2,34,2,40,3,42,3,44,3,42,3,44,3,46,3,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,0,1,-1,-1,0,0,0,0,0,1,0
317,318,elected_officials_and_parties,It is very important that candidates running for high levels of political office have prior government experience,0,28,2,7,1,12,1,16,1,15,1,35,2,31,2,44,3,38,2,37,2,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
318,319,elected_officials_and_parties,The Democractic party does not make me feel angry,0,53,3,10,1,18,1,13,1,45,3,56,3,69,4,77,4,86,5,76,4,3.0,2.0,,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1,0,1,0,-1,0,0,1,1,1,1
319,320,elected_officials_and_parties,The Democractic party does not make me feel frustrated,0,34,2,6,1,10,1,8,1,27,2,36,2,40,3,56,3,57,3,34,2,3.0,2.0,4.0,2.0,4.0,2.0,2.0,,4.0,4.0,2.0,2.0,1,1,1,-1,1,1,0,-1,-1,-1,-1
320,321,elected_officials_and_parties,The Democractic party does not make me feel hopeful,0,59,3,97,5,95,5,94,5,83,5,62,4,59,3,24,2,15,1,24,2,3.0,2.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,3.0,4.0,1,1,1,1,1,0,0,-1,0,-1,-1
321,322,elected_officials_and_parties,The Democractic party does not make me feel proud,0,73,4,98,5,97,5,96,5,88,5,76,4,84,5,43,3,39,2,56,3,3.0,2.0,,2.0,4.0,4.0,4.0,,2.0,,3.0,4.0,1,0,-1,1,1,1,0,1,0,0,-1
322,323,elected_officials_and_parties,The Democractic party makes me feel angry,0,45,3,89,5,81,5,87,5,53,3,41,3,30,2,20,1,11,1,23,2,3.0,,2.0,4.0,4.0,4.0,3.0,3.0,4.0,,2.0,4.0,0,-1,1,1,1,0,0,-1,1,0,-1
323,324,elected_officials_and_parties,The Democractic party makes me feel frustrated,0,64,4,93,5,89,5,92,5,71,4,61,4,59,3,42,3,39,2,65,4,3.0,,,4.0,3.0,4.0,3.0,,4.0,3.0,,4.0,0,0,1,0,1,0,0,-1,0,0,1
324,325,elected_officials_and_parties,The Democractic party makes me feel hopeful,0,39,2,2,1,4,1,5,1,15,1,35,2,40,3,74,4,82,5,75,4,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,2.0,4.0,4.0,2.0,1,0,1,1,1,1,0,-1,1,1,-1
325,326,elected_officials_and_parties,The Democractic party makes me feel proud,0,25,2,1,1,3,1,3,1,10,1,20,1,15,1,54,3,57,3,42,3,3.0,,3.0,2.0,2.0,,2.0,,2.0,4.0,,,0,0,1,1,0,1,0,0,0,-1,-1
326,327,elected_officials_and_parties,The DEMOCRATIC PARTY does represent the interests of people like me too well,0,23,2,13,1,29,2,25,2,41,3,33,2,28,2,12,1,9,1,17,1,3.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0,1,1,1,-1,1,1,1,1,1
327,328,elected_officials_and_parties,The DEMOCRATIC PARTY does represent the interests of people like me well at all,0,28,2,83,5,59,3,69,4,32,2,14,1,15,1,3,1,1,1,1,1,3.0,2.0,2.0,,2.0,,2.0,2.0,2.0,,3.0,,1,-1,0,-1,0,1,1,0,0,0,1
328,329,elected_officials_and_parties,The DEMOCRATIC PARTY represent the interests of people like me somewhat well,0,36,2,3,1,8,1,5,1,21,2,42,3,50,3,59,3,63,4,64,4,3.0,2.0,,,2.0,2.0,2.0,,2.0,3.0,4.0,,1,0,0,1,1,1,0,0,-1,0,-1
329,330,elected_officials_and_parties,The DEMOCRATIC PARTY represent the interests of people like me very well,0,10,1,1,1,2,1,1,1,4,1,4,1,4,1,24,2,23,2,16,1,3.0,,2.0,,2.0,,2.0,,2.0,2.0,3.0,,0,-1,0,1,0,1,0,0,0,1,1
330,331,elected_officials_and_parties,The description 'a good role model' describes Joe Biden fairly well ,0,27,2,3,1,6,1,5,1,18,1,27,2,47,3,40,3,37,2,43,3,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,0,1,0,0,0,-1,0,0,0,-1,1
331,332,elected_officials_and_parties,The description 'a good role model' describes Joe Biden very well ,0,21,2,0,1,2,1,1,1,7,1,22,2,14,1,46,3,52,3,40,3,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1,1,1,1,1,1,1,1,-1,-1,-1
332,333,elected_officials_and_parties,The description 'a good role model' does not at all describe Joe Biden too well ,0,31,2,81,5,65,4,80,5,41,3,24,2,9,1,6,1,1,1,0,1,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,0,1,0,0,0,0,0,0,0,-1,-1
333,334,elected_officials_and_parties,The description 'a good role model' does not describe Joe Biden too well ,0,20,1,15,1,27,2,14,1,33,2,26,2,27,2,8,1,8,1,16,1,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,0,1,0,0,-1,-1,0,-1,0,0,0
334,335,elected_officials_and_parties,The description 'cares about the needs of ordinary people' describes Joe Biden fairly well ,0,29,2,4,1,13,1,5,1,28,2,33,2,43,3,36,2,36,2,45,3,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0
335,336,elected_officials_and_parties,The description 'cares about the needs of ordinary people' describes Joe Biden very well ,0,24,2,1,1,3,1,2,1,8,1,22,2,19,1,49,3,60,4,47,3,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,1,0,0,0,0,0,0,0
336,337,elected_officials_and_parties,The description 'cares about the needs of ordinary people' does not at all describe Joe Biden too well ,0,27,2,75,4,52,3,73,4,28,2,22,2,12,1,7,1,1,1,1,1,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
337,338,elected_officials_and_parties,The description 'cares about the needs of ordinary people' does not describe Joe Biden too well ,0,19,1,20,1,30,2,20,1,36,2,22,2,24,2,8,1,3,1,6,1,2.0,2.0,4.0,2.0,2.0,4.0,2.0,,2.0,2.0,4.0,2.0,0,1,0,0,-1,0,0,0,-1,0,0
338,339,elected_officials_and_parties,The description 'honest' describes Joe Biden fairly well ,0,30,2,2,1,8,1,5,1,25,2,37,2,53,3,41,3,42,3,39,2,3.0,2.0,4.0,2.0,2.0,2.0,2.0,,3.0,4.0,4.0,4.0,1,1,1,1,1,1,0,-1,-1,-1,0
339,340,elected_officials_and_parties,The description 'honest' describes Joe Biden very well ,0,20,1,1,1,2,1,2,1,8,1,17,1,13,1,45,3,48,3,45,3,,2.0,2.0,2.0,2.0,2.0,3.0,,2.0,4.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0
340,341,elected_officials_and_parties,The description 'honest' does not at all describe Joe Biden too well ,0,28,2,80,5,60,4,73,4,31,2,21,2,11,1,5,1,1,1,0,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,0,1,1,1,1,0,0,0,-1,0,0
341,342,elected_officials_and_parties,The description 'honest' does not describe Joe Biden too well ,0,21,2,16,1,30,2,19,1,36,2,25,2,21,2,9,1,8,1,14,1,2.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,-1,1,-1,0,-1,0,-1,0,-1,0,0
342,343,elected_officials_and_parties,The description 'mentally well' describes Joe Biden fairly well ,0,30,2,1,1,5,1,5,1,15,1,30,2,49,3,48,3,49,3,55,3,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0,0,0,0,0,-1,-1,1,1,1,0
343,344,elected_officials_and_parties,The description 'mentally well' describes Joe Biden very well ,0,14,1,0,1,1,1,1,1,5,1,12,1,8,1,30,2,33,2,27,2,2.0,2.0,2.0,2.0,2.0,,,,2.0,3.0,,3.0,0,0,0,0,0,0,0,-1,0,-1,0
344,345,elected_officials_and_parties,The description 'mentally well' does not at all describe Joe Biden too well ,0,35,2,90,5,77,4,85,5,51,3,29,2,11,1,6,1,2,1,2,1,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,0,1,1,0,0,1,-1,-1,0,0,0
345,346,elected_officials_and_parties,The description 'mentally well' does not describe Joe Biden too well ,0,21,2,8,1,16,1,9,1,28,2,28,2,30,2,15,1,14,1,17,1,2.0,4.0,,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,-1,0,-1,0,-1,0,-1,-1,-1,-1,-1
346,347,elected_officials_and_parties,The description 'stands up for what he believes in' describes Joe Biden fairly well ,0,33,2,16,1,27,2,18,1,36,2,37,2,50,3,35,2,34,2,38,2,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,1,0,0,0,0,0,0
347,348,elected_officials_and_parties,The description 'stands up for what he believes in' describes Joe Biden very well ,0,28,2,4,1,4,1,4,1,12,1,26,2,19,1,54,3,60,4,50,3,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1,0,1,1,1,0,1,0,0,0,0
348,349,elected_officials_and_parties,The description 'stands up for what he believes in' does not at all describe Joe Biden too well ,0,20,1,54,3,40,3,53,3,22,2,15,1,9,1,4,1,0,1,1,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,0,1,0,0,0,0,-1,0,0,-1,-1
349,350,elected_officials_and_parties,The description 'stands up for what he believes in' does not describe Joe Biden too well ,0,19,1,24,2,27,2,23,2,28,2,20,1,19,1,7,1,6,1,11,1,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,1,0,1,0,1,0,1,1,1,1,0
350,351,elected_officials_and_parties,The description 'takes responsibility for his actions' describes Joe Biden fairly well ,0,27,2,2,1,8,1,5,1,17,1,27,2,41,3,38,2,45,3,42,3,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,0,1,0,0,0,0,-1,0,-1,0,0
351,352,elected_officials_and_parties,The description 'takes responsibility for his actions' describes Joe Biden very well ,0,22,2,0,1,2,1,2,1,10,1,21,2,16,1,44,3,48,3,45,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,0,0,0,0,0,0,0,-1,0,0,0
352,353,elected_officials_and_parties,The description 'takes responsibility for his actions' does not at all describe Joe Biden too well ,0,30,2,83,5,65,4,78,4,39,2,22,2,9,1,6,1,0,1,1,1,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,0,1,0,1,0,0,0,-1,0,-1,-1
353,354,elected_officials_and_parties,The description 'takes responsibility for his actions' does not describe Joe Biden too well ,0,20,1,14,1,24,2,15,1,34,2,29,2,31,2,11,1,6,1,12,1,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,1,0,0,1,1,1,0,1,0,0,0
354,355,elected_officials_and_parties,"The people who supported a different candidate than I did in the 2020 presidential election may feel differently than I do about politics and they probably DON'T SHARE many of my other values and goals, either",1,54,3,71,4,57,3,66,4,41,3,41,3,52,3,53,3,53,3,69,4,2.0,4.0,4.0,4.0,4.0,4.0,4.0,,2.0,2.0,2.0,4.0,-1,1,1,0,1,0,0,0,0,0,0
